	S0	S1	S2	S3	label
1327	1	0.6	0.39	0.01	-0.2
1328	1	0.93	0.23	-0.16	-0.86
1329	1	0.05	0.03	0.92	0.9
1330	1	0.61	0.07	0.32	-0.22
1331	1	0.09	0.05	0.86	0.82
1332	1	0.3	0.27	0.43	0.4
1333	1	0.43	0.09	0.48	0.14
1334	1	0.02	0.0	0.98	0.96
1335	1	0.63	0.05	0.32	-0.26
1336	1	0.96	0.95	-0.91	-0.92
1337	1	0.72	0.34	-0.06	-0.44
1338	1	0.96	0.57	-0.53	-0.92
1339	1	0.52	0.33	0.15	-0.04
1340	1	0.18	0.18	0.64	0.64
1341	1	0.0	0.0	1.0	1.0
1342	1	0.01	0.0	0.99	0.98
1343	1	0.7	0.36	-0.06	-0.4
1344	1	0.2	0.03	0.77	0.6
1345	1	0.92	0.43	-0.35	-0.84
1346	1	0.18	0.1	0.72	0.64
1347	1	0.22	0.14	0.64	0.56
1348	1	0.19	0.07	0.74	0.62
1349	1	0.36	0.15	0.49	0.28
1350	1	0.58	0.37	0.05	-0.16
1351	1	0.04	0.02	0.94	0.92
1352	1	0.54	0.14	0.32	-0.08
1353	1	0.07	0.05	0.88	0.86
1354	1	0.56	0.3	0.14	-0.12
1355	1	0.78	0.58	-0.36	-0.56
1356	1	0.97	0.64	-0.61	-0.94
1357	1	0.99	0.8	-0.79	-0.98
1358	1	0.73	0.61	-0.34	-0.46
1359	1	0.78	0.55	-0.33	-0.56
1360	1	0.62	0.54	-0.16	-0.24
1361	1	0.62	0.3	0.08	-0.24
1362	1	0.96	0.7	-0.66	-0.92
1363	1	0.45	0.2	0.35	0.1
1364	1	0.95	0.39	-0.34	-0.9
1365	1	0.23	0.0	0.77	0.54
1366	1	0.6	0.03	0.37	-0.2
1367	1	0.25	0.03	0.72	0.5
1368	1	0.32	0.17	0.51	0.36
1369	1	0.96	0.12	-0.08	-0.92
1370	1	0.18	0.03	0.79	0.64
1371	1	0.98	0.56	-0.54	-0.96
1372	1	0.03	0.0	0.97	0.94
1373	1	0.32	0.02	0.66	0.36
1374	1	0.69	0.31	0.0	-0.38
1375	1	0.47	0.47	0.06	0.06
1376	1	0.98	0.18	-0.16	-0.96
1377	1	0.79	0.16	0.05	-0.58
1378	1	0.16	0.06	0.78	0.68
1379	1	0.81	0.43	-0.24	-0.62
1380	1	0.68	0.38	-0.06	-0.36
1381	1	0.75	0.15	0.1	-0.5
1382	1	0.67	0.03	0.3	-0.34
1383	1	0.16	0.13	0.71	0.68
1384	1	0.17	0.15	0.68	0.66
1385	1	0.49	0.42	0.09	0.02
1386	1	0.47	0.35	0.18	0.06
1387	1	0.12	0.07	0.81	0.76
1388	1	0.04	0.02	0.94	0.92
1389	1	0.91	0.56	-0.47	-0.82
1390	1	0.46	0.06	0.48	0.08
1391	1	0.89	0.22	-0.11	-0.78
1392	1	0.15	0.08	0.77	0.7
1393	1	0.84	0.08	0.08	-0.68
1394	1	0.47	0.0	0.53	0.06
1395	1	0.22	0.1	0.68	0.56
1396	1	0.97	0.18	-0.15	-0.94
1397	1	0.33	0.12	0.55	0.34
1398	1	0.51	0.46	0.03	-0.02
1399	1	0.56	0.2	0.24	-0.12
1400	1	0.13	0.09	0.78	0.74
1401	1	0.4	0.24	0.36	0.2
1402	1	0.47	0.46	0.07	0.06
1403	1	0.75	0.32	-0.07	-0.5
1404	1	0.75	0.41	-0.16	-0.5
1405	1	0.72	0.16	0.12	-0.44
1406	1	0.73	0.12	0.15	-0.46
1407	1	0.3	0.05	0.65	0.4
1408	1	0.52	0.1	0.38	-0.04
1409	1	0.27	0.18	0.55	0.46
1410	1	0.53	0.22	0.25	-0.06
1411	1	0.09	0.05	0.86	0.82
1412	1	0.69	0.43	-0.12	-0.38
1413	1	0.47	0.25	0.28	0.06
1414	1	0.97	0.42	-0.39	-0.94
1415	1	0.08	0.05	0.87	0.84
1416	1	0.18	0.09	0.73	0.64
1417	1	0.11	0.06	0.83	0.78
1418	1	0.6	0.54	-0.14	-0.2
1419	1	0.95	0.03	0.02	-0.9
1420	1	0.2	0.03	0.77	0.6
1421	1	0.11	0.04	0.85	0.78
1422	1	0.28	0.13	0.59	0.44
1423	1	0.98	0.79	-0.77	-0.96
1424	1	0.42	0.12	0.46	0.16
1425	1	0.09	0.05	0.86	0.82
1426	1	0.78	0.17	0.05	-0.56
1427	1	0.84	0.22	-0.06	-0.68
1428	1	0.35	0.02	0.63	0.3
1429	1	0.31	0.16	0.53	0.38
1430	1	0.88	0.51	-0.39	-0.76
1431	1	0.3	0.07	0.63	0.4
1432	1	0.68	0.54	-0.22	-0.36
1433	1	0.98	0.95	-0.93	-0.96
1434	1	0.06	0.02	0.92	0.88
1435	1	0.61	0.1	0.29	-0.22
1436	1	0.04	0.02	0.94	0.92
1437	1	0.15	0.07	0.78	0.7
1438	1	0.71	0.13	0.16	-0.42
1439	1	0.78	0.72	-0.5	-0.56
1440	1	0.92	0.56	-0.48	-0.84
1441	1	0.15	0.12	0.73	0.7
1442	1	0.36	0.17	0.47	0.28
1443	1	0.39	0.16	0.45	0.22
1444	1	0.47	0.4	0.13	0.06
1445	1	0.83	0.09	0.08	-0.66
1446	1	0.72	0.45	-0.17	-0.44
1447	1	0.13	0.01	0.86	0.74
1448	1	0.27	0.25	0.48	0.46
1449	1	0.51	0.4	0.09	-0.02
1450	1	0.82	0.47	-0.29	-0.64
1451	1	0.52	0.32	0.16	-0.04
1452	1	0.54	0.35	0.11	-0.08
1453	1	0.91	0.64	-0.55	-0.82
1454	1	0.81	0.37	-0.18	-0.62
1455	1	0.45	0.36	0.19	0.1
1456	1	0.04	0.01	0.95	0.92
1457	1	0.62	0.58	-0.2	-0.24
1458	1	0.9	0.15	-0.05	-0.8
1459	1	0.15	0.02	0.83	0.7
1460	1	0.76	0.68	-0.44	-0.52
1461	1	0.15	0.14	0.71	0.7
1462	1	0.71	0.67	-0.38	-0.42
1463	1	0.75	0.1	0.15	-0.5
1464	1	0.18	0.06	0.76	0.64
1465	1	0.99	0.05	-0.04	-0.98
1466	1	0.04	0.01	0.95	0.92
1467	1	0.26	0.15	0.59	0.48
1468	1	0.11	0.01	0.88	0.78
1469	1	0.55	0.18	0.27	-0.1
1470	1	0.47	0.23	0.3	0.06
1471	1	0.14	0.0	0.86	0.72
1472	1	0.34	0.19	0.47	0.32
1473	1	0.12	0.01	0.87	0.76
1474	1	0.51	0.45	0.04	-0.02
1475	1	0.46	0.22	0.32	0.08
1476	1	0.52	0.19	0.29	-0.04
1477	1	0.98	0.59	-0.57	-0.96
1478	1	0.22	0.21	0.57	0.56
1479	1	0.19	0.15	0.66	0.62
1480	1	0.27	0.26	0.47	0.46
1481	1	0.49	0.47	0.04	0.02
1482	1	0.43	0.29	0.28	0.14
1483	1	0.02	0.01	0.97	0.96
1484	1	0.4	0.03	0.57	0.2
1485	1	0.84	0.82	-0.66	-0.68
1486	1	0.17	0.04	0.79	0.66
1487	1	0.09	0.05	0.86	0.82
1488	1	0.67	0.15	0.18	-0.34
1489	1	0.37	0.19	0.44	0.26
1490	1	0.81	0.21	-0.02	-0.62
1491	1	0.81	0.15	0.04	-0.62
1492	1	0.01	0.0	0.99	0.98
1493	1	0.51	0.37	0.12	-0.02
1494	1	0.82	0.49	-0.31	-0.64
1495	1	0.37	0.08	0.55	0.26
1496	1	0.03	0.02	0.95	0.94
1497	1	0.42	0.22	0.36	0.16
1498	1	0.81	0.59	-0.4	-0.62
1499	1	0.79	0.77	-0.56	-0.58
1500	1	0.77	0.09	0.14	-0.54
1501	1	0.68	0.38	-0.06	-0.36
1502	1	0.54	0.38	0.08	-0.08
1503	1	0.84	0.21	-0.05	-0.68
1504	1	0.5	0.23	0.27	0.0
1505	1	0.78	0.35	-0.13	-0.56
1506	1	0.28	0.22	0.5	0.44
1507	1	0.87	0.41	-0.28	-0.74
1508	1	0.07	0.06	0.87	0.86
1509	1	0.6	0.53	-0.13	-0.2
1510	1	0.69	0.21	0.1	-0.38
1511	1	0.73	0.63	-0.36	-0.46
1512	1	0.99	0.66	-0.65	-0.98
1513	1	0.47	0.41	0.12	0.06
1514	1	0.55	0.04	0.41	-0.1
1515	1	0.05	0.02	0.93	0.9
1516	1	0.71	0.45	-0.16	-0.42
1517	1	0.43	0.09	0.48	0.14
1518	1	0.65	0.44	-0.09	-0.3
1519	1	0.28	0.03	0.69	0.44
1520	1	0.97	0.24	-0.21	-0.94
1521	1	0.41	0.34	0.25	0.18
1522	1	0.21	0.08	0.71	0.58
1523	1	0.48	0.4	0.12	0.04
1524	1	0.7	0.23	0.07	-0.4
1525	1	0.97	0.49	-0.46	-0.94
1526	1	0.95	0.81	-0.76	-0.9
1527	1	0.94	0.62	-0.56	-0.88
1528	1	0.32	0.05	0.63	0.36
1529	1	0.39	0.18	0.43	0.22
1530	1	0.3	0.02	0.68	0.4
1531	1	0.08	0.07	0.85	0.84
1532	1	0.74	0.08	0.18	-0.48
1533	1	0.58	0.24	0.18	-0.16
1534	1	0.86	0.42	-0.28	-0.72
1535	1	0.09	0.04	0.87	0.82
1536	1	0.45	0.3	0.25	0.1
1537	1	0.85	0.04	0.11	-0.7
1538	1	0.76	0.44	-0.2	-0.52
1539	1	0.34	0.28	0.38	0.32
1540	1	0.09	0.01	0.9	0.82
1541	1	0.12	0.08	0.8	0.76
1542	1	0.0	0.0	1.0	1.0
1543	1	0.02	0.01	0.97	0.96
1544	1	0.0	0.0	1.0	1.0
1545	1	0.28	0.27	0.45	0.44
1546	1	0.19	0.0	0.81	0.62
1547	1	0.14	0.11	0.75	0.72
1548	1	0.62	0.55	-0.17	-0.24
1549	1	0.87	0.47	-0.34	-0.74
1550	1	0.21	0.12	0.67	0.58
1551	1	0.64	0.37	-0.01	-0.28
1552	1	0.97	0.4	-0.37	-0.94
1553	1	0.28	0.22	0.5	0.44
1554	1	0.18	0.12	0.7	0.64
1555	1	0.4	0.12	0.48	0.2
1556	1	0.26	0.02	0.72	0.48
1557	1	0.19	0.14	0.67	0.62
1558	1	0.18	0.05	0.77	0.64
1559	1	0.58	0.08	0.34	-0.16
1560	1	0.87	0.55	-0.42	-0.74
1561	1	0.69	0.3	0.01	-0.38
1562	1	0.74	0.56	-0.3	-0.48
1563	1	0.61	0.05	0.34	-0.22
1564	1	0.04	0.04	0.92	0.92
1565	1	0.3	0.2	0.5	0.4
1566	1	0.45	0.03	0.52	0.1
1567	1	0.61	0.37	0.02	-0.22
1568	1	0.01	0.0	0.99	0.98
1569	1	0.92	0.9	-0.82	-0.84
1570	1	0.84	0.83	-0.67	-0.68
1571	1	0.88	0.03	0.09	-0.76
1572	1	0.43	0.33	0.24	0.14
1573	1	0.41	0.38	0.21	0.18
1574	1	0.47	0.06	0.47	0.06
1575	1	0.11	0.01	0.88	0.78
1576	1	0.27	0.27	0.46	0.46
1577	1	0.8	0.67	-0.47	-0.6
1578	1	0.07	0.02	0.91	0.86
1579	1	0.53	0.39	0.08	-0.06
1580	1	0.95	0.18	-0.13	-0.9
1581	1	0.55	0.46	-0.01	-0.1
1582	1	0.78	0.14	0.08	-0.56
1583	1	0.86	0.06	0.08	-0.72
1584	1	0.82	0.32	-0.14	-0.64
1585	1	0.2	0.01	0.79	0.6
1586	1	0.77	0.56	-0.33	-0.54
1587	1	0.43	0.41	0.16	0.14
1588	1	0.01	0.0	0.99	0.98
1589	1	0.86	0.46	-0.32	-0.72
1590	1	0.97	0.6	-0.57	-0.94
1591	1	0.62	0.32	0.06	-0.24
1592	1	0.03	0.03	0.94	0.94
1593	1	0.52	0.06	0.42	-0.04
1594	1	0.75	0.67	-0.42	-0.5
1595	1	0.79	0.16	0.05	-0.58
1596	1	0.88	0.08	0.04	-0.76
1597	1	0.07	0.03	0.9	0.86
1598	1	0.52	0.51	-0.03	-0.04
1599	1	0.6	0.09	0.31	-0.2
1600	1	0.23	0.11	0.66	0.54
1601	1	0.29	0.15	0.56	0.42
1602	1	0.52	0.42	0.06	-0.04
1603	1	0.35	0.34	0.31	0.3
1604	1	0.76	0.43	-0.19	-0.52
1605	1	0.81	0.27	-0.08	-0.62
1606	1	0.85	0.76	-0.61	-0.7
1607	1	0.82	0.17	0.01	-0.64
1608	1	0.24	0.2	0.56	0.52
1609	1	0.27	0.22	0.51	0.46
1610	1	0.68	0.23	0.09	-0.36
1611	1	0.82	0.29	-0.11	-0.64
1612	1	0.31	0.16	0.53	0.38
1613	1	0.82	0.07	0.11	-0.64
1614	1	0.97	0.36	-0.33	-0.94
1615	1	0.71	0.35	-0.06	-0.42
1616	1	0.46	0.16	0.38	0.08
1617	1	0.52	0.04	0.44	-0.04
1618	1	0.8	0.65	-0.45	-0.6
1619	1	0.47	0.23	0.3	0.06
1620	1	0.08	0.03	0.89	0.84
1621	1	0.55	0.23	0.22	-0.1
1622	1	0.48	0.4	0.12	0.04
1623	1	0.64	0.01	0.35	-0.28
1624	1	0.64	0.39	-0.03	-0.28
1625	1	0.96	0.31	-0.27	-0.92
1626	1	0.61	0.4	-0.01	-0.22
1627	1	0.58	0.16	0.26	-0.16
1628	1	0.7	0.68	-0.38	-0.4
1629	1	0.11	0.08	0.81	0.78
1630	1	0.6	0.27	0.13	-0.2
1631	1	0.42	0.18	0.4	0.16
1632	1	0.99	0.83	-0.82	-0.98
1633	1	0.74	0.21	0.05	-0.48
1634	1	0.34	0.12	0.54	0.32
1635	1	0.78	0.07	0.15	-0.56
1636	1	0.57	0.31	0.12	-0.14
1637	1	0.75	0.29	-0.04	-0.5
1638	1	0.68	0.51	-0.19	-0.36
1639	1	0.81	0.46	-0.27	-0.62
1640	1	0.63	0.45	-0.08	-0.26
1641	1	0.65	0.01	0.34	-0.3
1642	1	0.86	0.32	-0.18	-0.72
1643	1	0.61	0.52	-0.13	-0.22
1644	1	0.92	0.62	-0.54	-0.84
1645	1	0.1	0.02	0.88	0.8
1646	1	0.6	0.34	0.06	-0.2
1647	1	0.52	0.51	-0.03	-0.04
1648	1	0.51	0.05	0.44	-0.02
1649	1	0.84	0.07	0.09	-0.68
1650	1	0.7	0.28	0.02	-0.4
1651	1	0.32	0.1	0.58	0.36
1652	1	0.65	0.16	0.19	-0.3
1653	1	0.42	0.3	0.28	0.16
1654	1	0.83	0.24	-0.07	-0.66
1655	1	0.48	0.22	0.3	0.04
1656	1	0.87	0.59	-0.46	-0.74
1657	1	0.41	0.39	0.2	0.18
1658	1	0.46	0.31	0.23	0.08
1659	1	0.01	0.01	0.98	0.98
1660	1	0.33	0.31	0.36	0.34
1661	1	0.84	0.18	-0.02	-0.68
1662	1	0.5	0.02	0.48	0.0
1663	1	0.56	0.16	0.28	-0.12
1664	1	0.58	0.54	-0.12	-0.16
1665	1	0.22	0.05	0.73	0.56
1666	1	0.31	0.18	0.51	0.38
1667	1	0.64	0.26	0.1	-0.28
1668	1	0.4	0.34	0.26	0.2
1669	1	0.37	0.22	0.41	0.26
1670	1	0.88	0.04	0.08	-0.76
1671	1	0.66	0.13	0.21	-0.32
1672	1	0.57	0.43	0.0	-0.14
1673	1	0.08	0.03	0.89	0.84
1674	1	0.92	0.49	-0.41	-0.84
1675	1	0.92	0.64	-0.56	-0.84
1676	1	0.1	0.04	0.86	0.8
1677	1	0.57	0.21	0.22	-0.14
1678	1	0.1	0.09	0.81	0.8
1679	1	0.54	0.1	0.36	-0.08
1680	1	0.65	0.15	0.2	-0.3
1681	1	0.23	0.16	0.61	0.54
1682	1	0.58	0.31	0.11	-0.16
1683	1	0.22	0.03	0.75	0.56
1684	1	0.67	0.24	0.09	-0.34
1685	1	0.71	0.07	0.22	-0.42
1686	1	0.88	0.21	-0.09	-0.76
1687	1	0.37	0.27	0.36	0.26
1688	1	0.87	0.2	-0.07	-0.74
1689	1	0.7	0.34	-0.04	-0.4
1690	1	0.05	0.03	0.92	0.9
1691	1	0.01	0.0	0.99	0.98
1692	1	0.95	0.04	0.01	-0.9
1693	1	0.09	0.02	0.89	0.82
1694	1	0.12	0.03	0.85	0.76
1695	1	0.74	0.21	0.05	-0.48
1696	1	0.21	0.2	0.59	0.58
1697	1	0.64	0.12	0.24	-0.28
1698	1	0.49	0.39	0.12	0.02
1699	1	0.37	0.03	0.6	0.26
1700	1	0.34	0.13	0.53	0.32
1701	1	0.97	0.62	-0.59	-0.94
1702	1	0.95	0.66	-0.61	-0.9
1703	1	0.27	0.17	0.56	0.46
1704	1	0.97	0.23	-0.2	-0.94
1705	1	0.86	0.62	-0.48	-0.72
1706	1	0.12	0.03	0.85	0.76
1707	1	0.67	0.3	0.03	-0.34
1708	1	0.67	0.63	-0.3	-0.34
1709	1	0.1	0.09	0.81	0.8
1710	1	0.91	0.36	-0.27	-0.82
1711	1	0.34	0.13	0.53	0.32
1712	1	0.64	0.46	-0.1	-0.28
1713	1	0.34	0.05	0.61	0.32
1714	1	0.22	0.18	0.6	0.56
1715	1	0.99	0.5	-0.49	-0.98
1716	1	0.19	0.17	0.64	0.62
1717	1	0.02	0.0	0.98	0.96
1718	1	0.29	0.21	0.5	0.42
1719	1	0.66	0.11	0.23	-0.32
1720	1	0.52	0.22	0.26	-0.04
1721	1	0.03	0.02	0.95	0.94
1722	1	0.01	0.0	0.99	0.98
1723	1	0.59	0.36	0.05	-0.18
1724	1	0.06	0.0	0.94	0.88
1725	1	0.15	0.07	0.78	0.7
1726	1	0.22	0.09	0.69	0.56
1727	1	0.25	0.16	0.59	0.5
1728	1	0.29	0.0	0.71	0.42
1729	1	0.08	0.01	0.91	0.84
1730	1	0.36	0.31	0.33	0.28
1731	1	0.6	0.24	0.16	-0.2
1732	1	0.59	0.09	0.32	-0.18
1733	1	0.61	0.04	0.35	-0.22
1734	1	0.2	0.17	0.63	0.6
1735	1	0.72	0.41	-0.13	-0.44
1736	1	0.74	0.25	0.01	-0.48
1737	1	0.95	0.24	-0.19	-0.9
1738	1	0.86	0.63	-0.49	-0.72
1739	1	0.4	0.15	0.45	0.2
1740	1	0.41	0.02	0.57	0.18
1741	1	0.89	0.7	-0.59	-0.78
1742	1	0.9	0.77	-0.67	-0.8
1743	1	0.39	0.29	0.32	0.22
1744	1	0.67	0.18	0.15	-0.34
1745	1	0.44	0.06	0.5	0.12
1746	1	0.82	0.06	0.12	-0.64
1747	1	0.44	0.11	0.45	0.12
1748	1	0.25	0.24	0.51	0.5
1749	1	0.92	0.03	0.05	-0.84
1750	1	0.45	0.02	0.53	0.1
1751	1	0.84	0.33	-0.17	-0.68
1752	1	0.52	0.35	0.13	-0.04
1753	1	0.92	0.9	-0.82	-0.84
1754	1	0.42	0.09	0.49	0.16
1755	1	0.68	0.2	0.12	-0.36
1756	1	0.4	0.3	0.3	0.2
1757	1	0.16	0.12	0.72	0.68
1758	1	0.72	0.12	0.16	-0.44
1759	1	0.41	0.12	0.47	0.18
1760	1	0.11	0.11	0.78	0.78
1761	1	0.6	0.34	0.06	-0.2
1762	1	0.59	0.52	-0.11	-0.18
1763	1	0.16	0.05	0.79	0.68
1764	1	0.16	0.11	0.73	0.68
1765	1	0.12	0.02	0.86	0.76
1766	1	0.69	0.52	-0.21	-0.38
1767	1	0.35	0.34	0.31	0.3
1768	1	0.89	0.7	-0.59	-0.78
1769	1	0.55	0.08	0.37	-0.1
1770	1	0.36	0.12	0.52	0.28
1771	1	1.0	0.5	-0.5	-1.0
1772	1	0.1	0.09	0.81	0.8
1773	1	0.03	0.0	0.97	0.94
1774	1	0.59	0.08	0.33	-0.18
1775	1	0.34	0.24	0.42	0.32
1776	1	0.3	0.19	0.51	0.4
1777	1	0.6	0.27	0.13	-0.2
1778	1	0.2	0.16	0.64	0.6
1779	1	0.77	0.54	-0.31	-0.54
1780	1	0.48	0.19	0.33	0.04
1781	1	0.01	0.01	0.98	0.98
1782	1	0.82	0.62	-0.44	-0.64
1783	1	0.64	0.49	-0.13	-0.28
1784	1	0.22	0.12	0.66	0.56
1785	1	0.1	0.05	0.85	0.8
1786	1	0.42	0.24	0.34	0.16
1787	1	0.99	0.16	-0.15	-0.98
1788	1	0.26	0.21	0.53	0.48
1789	1	0.95	0.53	-0.48	-0.9
1790	1	0.93	0.64	-0.57	-0.86
1791	1	0.12	0.0	0.88	0.76
1792	1	0.2	0.05	0.75	0.6
1793	1	0.73	0.69	-0.42	-0.46
1794	1	0.49	0.07	0.44	0.02
1795	1	0.99	0.05	-0.04	-0.98
1796	1	0.01	0.01	0.98	0.98
1797	1	0.35	0.32	0.33	0.3
1798	1	0.39	0.16	0.45	0.22
1799	1	0.16	0.0	0.84	0.68
1800	1	0.96	0.92	-0.88	-0.92
1801	1	0.58	0.0	0.42	-0.16
1802	1	0.45	0.34	0.21	0.1
1803	1	0.22	0.08	0.7	0.56
1804	1	0.59	0.11	0.3	-0.18
1805	1	0.7	0.32	-0.02	-0.4
1806	1	0.55	0.13	0.32	-0.1
1807	1	0.56	0.12	0.32	-0.12
1808	1	0.83	0.06	0.11	-0.66
1809	1	0.84	0.09	0.07	-0.68
1810	1	0.93	0.89	-0.82	-0.86
1811	1	0.58	0.43	-0.01	-0.16
1812	1	0.31	0.06	0.63	0.38
1813	1	0.1	0.07	0.83	0.8
1814	1	0.12	0.0	0.88	0.76
1815	1	0.26	0.2	0.54	0.48
1816	1	0.72	0.02	0.26	-0.44
1817	1	0.22	0.19	0.59	0.56
1818	1	0.93	0.68	-0.61	-0.86
1819	1	0.22	0.01	0.77	0.56
1820	1	0.44	0.33	0.23	0.12
1821	1	0.0	0.0	1.0	1.0
1822	1	0.67	0.16	0.17	-0.34
1823	1	0.78	0.25	-0.03	-0.56
1824	1	0.83	0.12	0.05	-0.66
1825	1	0.53	0.31	0.16	-0.06
1826	1	0.24	0.1	0.66	0.52
1827	1	0.43	0.0	0.57	0.14
1828	1	0.42	0.02	0.56	0.16
1829	1	0.0	0.0	1.0	1.0
1830	1	0.75	0.6	-0.35	-0.5
1831	1	0.18	0.12	0.7	0.64
1832	1	0.63	0.52	-0.15	-0.26
1833	1	0.45	0.05	0.5	0.1
1834	1	0.56	0.49	-0.05	-0.12
1835	1	0.34	0.07	0.59	0.32
1836	1	0.82	0.69	-0.51	-0.64
1837	1	0.93	0.01	0.06	-0.86
1838	1	0.71	0.62	-0.33	-0.42
1839	1	0.74	0.65	-0.39	-0.48
1840	1	0.64	0.35	0.01	-0.28
1841	1	0.73	0.58	-0.31	-0.46
1842	1	0.1	0.06	0.84	0.8
1843	1	0.91	0.69	-0.6	-0.82
1844	1	0.5	0.04	0.46	0.0
1845	1	0.96	0.37	-0.33	-0.92
1846	1	0.56	0.33	0.11	-0.12
1847	1	0.72	0.53	-0.25	-0.44
1848	1	0.76	0.17	0.07	-0.52
1849	1	0.32	0.15	0.53	0.36
1850	1	0.66	0.24	0.1	-0.32
1851	1	0.08	0.05	0.87	0.84
1852	1	0.17	0.01	0.82	0.66
1853	1	0.12	0.02	0.86	0.76
1854	1	0.3	0.12	0.58	0.4
1855	1	0.23	0.03	0.74	0.54
1856	1	0.85	0.14	0.01	-0.7
1857	1	0.36	0.01	0.63	0.28
1858	1	0.9	0.28	-0.18	-0.8
1859	1	0.06	0.04	0.9	0.88
1860	1	0.88	0.49	-0.37	-0.76
1861	1	0.8	0.41	-0.21	-0.6
1862	1	0.97	0.09	-0.06	-0.94
1863	1	0.8	0.65	-0.45	-0.6
1864	1	0.81	0.4	-0.21	-0.62
1865	1	0.55	0.48	-0.03	-0.1
1866	1	0.26	0.18	0.56	0.48
1867	1	0.69	0.41	-0.1	-0.38
1868	1	0.51	0.32	0.17	-0.02
1869	1	0.75	0.1	0.15	-0.5
1870	1	0.37	0.03	0.6	0.26
1871	1	0.68	0.56	-0.24	-0.36
1872	1	0.82	0.46	-0.28	-0.64
1873	1	0.21	0.09	0.7	0.58
1874	1	0.11	0.02	0.87	0.78
1875	1	0.37	0.13	0.5	0.26
1876	1	0.89	0.21	-0.1	-0.78
1877	1	0.12	0.06	0.82	0.76
1878	1	0.4	0.27	0.33	0.2
1879	1	0.05	0.03	0.92	0.9
1880	1	0.14	0.05	0.81	0.72
1881	1	0.3	0.24	0.46	0.4
1882	1	0.2	0.14	0.66	0.6
1883	1	0.28	0.15	0.57	0.44
1884	1	0.09	0.04	0.87	0.82
1885	1	0.87	0.35	-0.22	-0.74
1886	1	0.46	0.06	0.48	0.08
1887	1	0.06	0.02	0.92	0.88
1888	1	0.33	0.03	0.64	0.34
1889	1	0.26	0.07	0.67	0.48
1890	1	0.1	0.05	0.85	0.8
1891	1	0.42	0.11	0.47	0.16
1892	1	0.57	0.17	0.26	-0.14
1893	1	0.62	0.31	0.07	-0.24
1894	1	0.58	0.47	-0.05	-0.16
1895	1	0.01	0.0	0.99	0.98
1896	1	0.54	0.22	0.24	-0.08
1897	1	0.11	0.08	0.81	0.78
1898	1	0.03	0.02	0.95	0.94
1899	1	0.3	0.24	0.46	0.4
1900	1	0.93	0.62	-0.55	-0.86
1901	1	0.74	0.58	-0.32	-0.48
1902	1	0.31	0.11	0.58	0.38
1903	1	0.9	0.53	-0.43	-0.8
1904	1	0.58	0.32	0.1	-0.16
1905	1	0.84	0.79	-0.63	-0.68
1906	1	0.06	0.05	0.89	0.88
1907	1	0.82	0.09	0.09	-0.64
1908	1	0.56	0.47	-0.03	-0.12
1909	1	0.72	0.14	0.14	-0.44
1910	1	0.99	0.66	-0.65	-0.98
1911	1	0.96	0.19	-0.15	-0.92
1912	1	0.32	0.08	0.6	0.36
1913	1	0.85	0.7	-0.55	-0.7
1914	1	0.41	0.09	0.5	0.18
1915	1	0.33	0.28	0.39	0.34
1916	1	0.2	0.04	0.76	0.6
1917	1	0.68	0.16	0.16	-0.36
1918	1	0.32	0.12	0.56	0.36
1919	1	0.44	0.22	0.34	0.12
1920	1	0.46	0.39	0.15	0.08
1921	1	0.15	0.0	0.85	0.7
1922	1	0.6	0.43	-0.03	-0.2
1923	1	0.44	0.12	0.44	0.12
1924	1	0.35	0.31	0.34	0.3
1925	1	0.61	0.44	-0.05	-0.22
1926	1	0.72	0.24	0.04	-0.44
1927	1	0.94	0.0	0.06	-0.88
1928	1	0.51	0.09	0.4	-0.02
1929	1	0.63	0.02	0.35	-0.26
1930	1	0.93	0.5	-0.43	-0.86
1931	1	0.58	0.12	0.3	-0.16
1932	1	0.73	0.63	-0.36	-0.46
1933	1	0.66	0.4	-0.06	-0.32
1934	1	0.72	0.48	-0.2	-0.44
1935	1	0.04	0.02	0.94	0.92
1936	1	0.05	0.0	0.95	0.9
1937	1	0.16	0.08	0.76	0.68
1938	1	0.35	0.06	0.59	0.3
1939	1	0.15	0.03	0.82	0.7
1940	1	0.08	0.04	0.88	0.84
1941	1	0.15	0.05	0.8	0.7
1942	1	0.47	0.16	0.37	0.06
1943	1	0.15	0.05	0.8	0.7
1944	1	0.26	0.23	0.51	0.48
1945	1	0.35	0.28	0.37	0.3
1946	1	0.54	0.05	0.41	-0.08
1947	1	0.97	0.47	-0.44	-0.94
1948	1	0.71	0.31	-0.02	-0.42
1949	1	0.94	0.63	-0.57	-0.88
1950	1	0.81	0.16	0.03	-0.62
1951	1	0.83	0.62	-0.45	-0.66
1952	1	0.67	0.02	0.31	-0.34
1953	1	0.45	0.02	0.53	0.1
1954	1	0.91	0.09	0.0	-0.82
1955	1	0.54	0.5	-0.04	-0.08
1956	1	0.41	0.4	0.19	0.18
1957	1	0.26	0.1	0.64	0.48
1958	1	0.01	0.0	0.99	0.98
1959	1	0.77	0.08	0.15	-0.54
1960	1	1.0	0.44	-0.44	-1.0
1961	1	0.73	0.37	-0.1	-0.46
1962	1	0.37	0.23	0.4	0.26
1963	1	0.08	0.07	0.85	0.84
1964	1	0.99	0.1	-0.09	-0.98
1965	1	0.72	0.03	0.25	-0.44
1966	1	0.82	0.42	-0.24	-0.64
1967	1	0.11	0.03	0.86	0.78
